Time (s),Main Avg Current (A),Main Avg Power (W),Main Avg Voltage (V)
0.0000,1.3905,5.8067,4.176
0.2000,1.0635,4.4422,4.177
0.4000,1.322,5.522,4.177
0.6000,1.3495,5.6355,4.176
0.8000,1.5775,6.5876,4.176
1.0000,1.2185,5.0885,4.176
1.2000,1.466,6.1271,4.1795
1.4000,1.15,4.8013,4.175
1.6000,1.395,5.822,4.1735
1.8000,1.511,6.3114,4.177
2.0000,1.461,6.1026,4.177
2.2000,1.428,5.9633,4.176
2.4000,1.4495,6.0517,4.175
2.6000,1.343,5.6097,4.177
2.8000,1.2295,5.1362,4.1775
3.0000,1.348,5.6292,4.176
3.2000,1.174,4.9026,4.176
3.4000,1.3595,5.6773,4.176
3.6000,1.595,6.6687,4.181
3.8000,1.2795,5.3406,4.174
4.0000,1.2255,5.1195,4.1775
4.2000,1.4665,6.1241,4.176
4.4000,1.5605,6.5182,4.177
4.6000,1.4705,6.143,4.1775
4.8000,1.4755,6.1617,4.176
5.0000,1.6465,6.8758,4.176
5.2000,1.3995,5.8443,4.176
5.4000,1.727,7.212,4.176
5.6000,1.4205,5.9306,4.175
5.8000,1.2225,5.1082,4.1785
6.0000,1.417,5.9174,4.176
6.2000,1.463,6.1095,4.176
6.4000,1.599,6.6814,4.1785
6.6000,1.508,6.2989,4.177
6.8000,1.303,5.4413,4.176
7.0000,1.5745,6.5751,4.176
