Time (s),Main Avg Current (A),Main Avg Power (W),Main Avg Voltage (V)
0.0000,1.8225,7.6108,4.176
0.2000,2.052,8.5568,4.17
0.4000,1.5825,6.6085,4.176
0.6000,1.772,7.3954,4.1735
0.8000,1.6385,6.8391,4.174
1.0000,1.655,6.9129,4.177
1.2000,2.297,9.6026,4.1805
1.4000,1.9465,8.1237,4.1735
1.6000,1.913,7.9849,4.174
1.8000,2.162,9.0339,4.1785
2.0000,1.9445,8.1183,4.175
2.2000,1.924,8.0375,4.1775
2.4000,2.3035,9.6137,4.1735
2.6000,2.667,11.1507,4.181
2.8000,1.761,7.3557,4.177
3.0000,1.8635,7.7838,4.177
3.2000,1.8745,7.8242,4.174
3.4000,1.981,8.2826,4.181
3.6000,2.2745,9.4881,4.1715
3.8000,1.9835,8.2811,4.175
4.0000,1.43,5.9731,4.177
4.2000,1.173,4.8984,4.176
4.4000,1.5955,6.6596,4.174
4.6000,1.341,5.5953,4.1725
4.8000,1.6885,7.0495,4.175
5.0000,1.3525,5.648,4.176
5.2000,1.9285,8.0447,4.1715
5.4000,2.393,9.9908,4.175
5.6000,1.8655,7.7931,4.1775
5.8000,1.455,6.0775,4.177
6.0000,1.635,6.8237,4.1735
6.2000,1.9165,8.0052,4.177
6.4000,2.3495,9.8115,4.176
6.6000,1.8985,7.9329,4.1785
6.8000,1.2145,5.0705,4.175
7.0000,0.9815,4.0963,4.1735
7.2000,1.984,8.2852,4.176
